#Time	Serial	Client
1576	0394	0284
1577	0868	0284
1578	0413	0281
1579	0429	0277
1580	0435	0287
1581	0816	0284
1582	0424	0290
1583	0422	0283
1584	0431	0289
1585	0845	0290
1586	0634	0284
1587	1002	0290
1588	0470	0287
1589	0483	0289
1590	0471	0285
1591	0214	0290
1592	0005	0281
1593	0684	0285
1594	0427	0279
1595	0411	0285
1596	0420	0288
1597	0845	0285
1598	0414	0289
1599	0437	0289
1600	0421	0288
1601	0845	0290
1602	0428	0277
1603	0412	0289
1604	0426	0285
1605	0846	0282
1606	0597	0284
1607	0915	0281
1608	0537	0287
1609	0428	0269
1610	0429	0286
1611	0335	0280
1612	0527	0279
1613	0586	0285
1614	0551	0273
1615	0514	0280
1616	0555	0277
1617	0501	0271
1618	0556	0279
1619	0522	0277
1620	0588	0285
1621	0531	0273
1622	0539	0282
1623	0549	0274
1624	0517	0279
1625	0539	0269
1626	0541	0281
1627	0955	0278
1628	0421	0274
1629	0189	0283
1630	0451	0270
1631	0416	0280
1632	0425	0266
1633	0397	0281
1634	0859	0274
1635	0427	0277
1636	0414	0276
1637	0429	0276
1638	0840	0282
1639	0384	0282
1640	0420	0277
1641	0415	0277
1642	0852	0295
1643	0629	0291
1644	0577	0285
1645	0505	0290
1647	0580	0281
1648	0580	0291
1649	0458	0276
1650	0456	0287
1651	0527	0287
1652	0531	0277
1653	0546	0285
1654	0523	0282
1655	0525	0281
1656	0515	0279
1657	0531	0273
1658	0546	0288
1659	0505	0277
1660	0541	0281
1661	0521	0282
1662	0506	0279
1663	0545	0282
1664	0525	0269
1665	0538	0282
1666	0732	0279
1667	0547	0277
1668	0591	0276
1669	0510	0281
1670	0231	0281
1671	0415	0269
1672	0437	0278
1673	0416	0271
1674	0428	0287
1675	0851	0271
1676	0410	0276
1677	0440	0269
1678	0399	0272
1679	0832	0263
1680	0426	0273
1681	0411	0272
1682	0453	0271
1683	0831	0271
1684	0434	0273
1685	0380	0269
1686	0841	0270
1688	0536	0261
1689	0536	0272
1690	0740	0268
1691	0588	0270
1692	0517	0264
1693	0499	0278
1694	0233	0263
1695	0424	0265
1696	0417	0265
1697	0424	0265
1698	0404	0265
1699	0847	0265
1700	0418	0263
1701	0429	0268
1702	0404	0255
1703	0856	0259
1704	0423	0260
1705	0422	0258
1706	0410	0271
1707	0830	0254
1708	0437	0257
1709	0454	0260
1710	0843	0257
1711	1014	0258
1712	0456	0251
1713	0427	0259
1714	0425	0261
1715	0277	0255
1716	0439	0263
1717	0421	0252
1718	0432	0249
1719	0397	0262
1720	0831	0253
1721	0436	0261
1722	0404	0252
1723	0405	0259
1724	0834	0260
1725	0428	0250
1726	0420	0255
1727	0414	0252
1728	0832	0258
1729	0616	0253
1730	0502	0250
1731	0728	0254
1732	0491	0256
1733	0483	0240
1734	0626	0257
1735	0458	0249
1736	0424	0253
1737	0390	0251
1738	0412	0246
1739	0428	0256
1740	0424	0242
1741	0823	0241
1742	0419	0247
1743	0412	0253
1744	0431	0248
1745	0797	0243
1746	0419	0256
1747	0420	0250
1748	0424	0251
1749	0819	0232
1750	0420	0255
1751	0419	0249
1752	0840	0245
1753	0936	0246
1754	0481	0248
1755	0522	0255
1756	0482	0232
1757	0156	0250
1758	0399	0246
1759	0452	0247
1760	0440	0241
1761	0451	0246
1762	0810	0245
1763	0429	0244
1764	0419	0234
1765	0433	0252
1766	0795	0240
1767	0414	0239
1768	0429	0239
1769	0427	0245
1770	0802	0237
1771	0618	0238
1772	0635	0244
1773	0460	0245
1774	0536	0235
1775	0490	0239
1776	0537	0245
1777	0357	0241
1778	0500	0242
1779	0509	0234
1780	0474	0245
1781	0503	0235
1782	0545	0241
1783	0507	0246
1784	0507	0239
1785	0516	0241
1786	0491	0239
1787	0479	0247
1788	0509	0243
1789	0484	0252
1790	0505	0246
1791	0504	0250
1792	0494	0244
1793	0499	0252
1794	0725	0245
1795	0686	0244
1797	0339	0244
1798	0339	0257
1799	0599	0265
1800	0380	0257
1801	0375	0260
1802	0409	0247
1803	0378	0259
1804	0392	0259
1805	0396	0253
1806	0827	0260
1807	0402	0250
1808	0401	0259
1809	0394	0257
1810	0781	0244
1811	0390	0258
1812	0400	0256
1813	0395	0250
1814	0784	0263
1815	0405	0257
1816	0687	0256
1817	0568	0255
1819	0499	0257
1820	0499	0252
1821	0499	0258
1822	0499	0258
1823	0499	0260
1824	0499	0258
1825	0499	0250
1826	0499	0259
1827	0499	0253
1828	0499	0261
1829	0499	0278
1830	0499	0264
1831	0499	0255
1832	0499	0258
1833	0207	0244
1835	0463	0260
1836	0463	0253
1837	0578	0250
1838	0393	0255
1839	0460	0253
1840	0244	0252
1841	0235	0246
1842	0245	0250
1843	0244	0253
1844	0235	0246
1845	0236	0248
1846	0230	0251
1847	0251	0255
1848	0239	0246
1849	0236	0245
1850	0237	0250
1851	0000	0000
1852	0000	0000
1853	0000	0000
1854	0000	0000
1855	0000	0000
1856	0000	0000
1857	0000	0000
1858	0000	0000
1859	0000	0000
1860	0000	0000
1861	0000	0000
1862	0000	0000
1863	0000	0000
1864	0000	0000
1865	0000	0000
1866	0099	0000
1867	0739	0000
1868	0591	0000
1869	0511	0000
1870	0347	0000
1871	0576	0000
1872	0572	0000
1873	0502	0000
1874	0268	0000
1875	0367	0000
1876	0337	0000
1877	0325	0000
1878	0404	0000
1879	0286	0000
1880	0404	0000
1881	0262	0000
1882	0399	0000
1883	0395	0000
1884	0288	0000
1885	0394	0000
1886	0403	0000
1887	0269	0000
1888	0302	0000
1889	0343	0000
1890	0397	0000
1891	0415	0000
1892	0325	0000
1893	0287	0000
1894	0371	0000
1895	0343	0000
1896	0473	0000
1897	0348	0000
1898	0310	0000
1899	0255	0000
1900	0397	0000
1901	0331	0000
1902	0309	0000
1903	0290	0000
1904	0327	0000
1905	0447	0000
1906	0342	0000
1907	0476	0000
1908	0421	0000
1909	0407	0000
1910	0395	0000
1911	0404	0000
1912	0368	0000
1913	0417	0000
1914	0453	0000
1915	0335	0000
1916	0455	0000
1917	0341	0000
1918	0464	0000
1919	0352	0000
1920	0450	0000
1921	0375	0000
1922	0504	0000
1923	0415	0000
1924	0448	0000
1925	0396	0000
1926	0455	0000
1927	0395	0000
1928	0500	0000
1929	0485	0000
1930	0413	0000
1931	0499	0000
1932	0542	0000
1933	0529	0000
1934	0523	0000
1935	0527	0000
1936	0376	0000
1937	0528	0000
1938	0528	0000
1939	0506	0000
1940	0517	0000
1941	0446	0000
1942	0420	0000
1943	0434	0000
1944	0451	0000
1945	0406	0000
1946	0461	0000
1947	0475	0000
1948	0554	0000
1949	0542	0000
1950	0547	0000
1951	0552	0000
1952	0562	0000
1953	0516	0000
1954	0538	0000
1955	0537	0000
1956	0539	0000
1957	0532	0000
1958	0540	0000
1959	0383	0000
1960	0498	0000
1961	0400	0000
1962	0500	0000
1963	0403	0000
1964	0477	0000
1965	0419	0000
1966	0454	0000
1967	0440	0000
1968	0435	0000
1969	0442	0000
1970	0432	0000
1971	0460	0000
1972	0410	0000
1973	0481	0000
1974	0382	0000
1975	0498	0000
1976	0459	0000
1977	0411	0000
1978	0478	0000
1979	0441	0000
1980	0461	0000
1981	0459	0000
1982	0437	0000
1983	0464	0000
1984	0416	0000
1985	0496	0000
1986	0398	0000
1987	0508	0000
1988	0406	0000
1989	0508	0000
1990	0418	0000
1991	0552	0000
1992	0542	0000
1993	0404	0000
1994	0513	0000
1995	0537	0000
1996	0533	0000
1997	0522	0000
1998	0406	0000
1999	0505	0000
2000	0437	0000
2001	0458	0000
2002	0439	0000
2003	0470	0000
2004	0461	0000
2005	0452	0000
2006	0476	0000
2007	0428	0000
2008	0501	0000
2009	0526	0000
2010	0545	0000
2011	0555	0000
2012	0547	0000
2013	0539	0000
2014	0535	0000
2015	0402	0000
2016	0513	0000
2017	0421	0000
2018	0486	0000
2019	0430	0000
2020	0477	0000
2021	0446	0000
2022	0556	0000
2023	0418	0000
2024	0511	0000
2025	0530	0000
2026	0540	0000
2027	0552	0000
2028	0542	0000
2029	0532	0000
2030	0542	0000
2031	0536	0000
2032	0558	0000
2033	0534	0000
2034	0553	0000
2035	0536	0000
2036	0538	0000
2037	0548	0000
2038	0528	0000
2039	0532	0000
2040	0536	0000
2041	0525	0000
2042	0545	0000
2043	0526	0000
2044	0539	0000
2045	0530	0000
2046	0539	0000
2047	0534	0000
2048	0524	0000
2049	0543	0000
2050	0525	0000
2051	0467	0000
2052	0538	0000
2053	0537	0000
2054	0539	0000
2055	0542	0000
2056	0549	0000
2057	0542	0000
2058	0541	0000
2059	0544	0000
2060	0539	0000
2061	0532	0000
2062	0544	0000
2063	0561	0000
2064	0524	0000
2065	0546	0000
2066	0550	0000
2067	0557	0000
2068	0546	0000
2069	0568	0000
2070	0556	0000
2071	0560	0000
2072	0564	0000
2073	0554	0000
2074	0557	0000
2075	0564	0000
2076	0555	0000
2077	0535	0000
2078	0549	0000
2079	0550	0000
2080	0565	0000
2081	0553	0000
2082	0550	0000
2083	0557	0000
2084	0561	0000
2085	0569	0000
2086	0543	0000
2087	0541	0000
2088	0552	0000
2089	0553	0000
2090	0544	0000
2091	0547	0000
2092	0549	0000
2093	0551	0000
2094	0560	0000
2095	0544	0000
2096	0555	0000
2097	0549	0000
2098	0550	0000
2099	0514	0000
2100	0558	0000
2101	0554	0000
2102	0552	0000
2103	0579	0000
2104	0515	0000
2105	0562	0000
2106	0557	0000
2107	0540	0000
2108	0544	0000
2109	0555	0000
2110	0540	0000
2111	0553	0000
2112	0556	0000
2113	0543	0000
2114	0551	0000
2115	0544	0000
2116	0546	0000
2117	0538	0000
2118	0558	0000
2119	0524	0000
2120	0541	0000
2121	0556	0000
2122	0511	0000
2123	0542	0000
2124	0534	0000
2125	0533	0000
2126	0531	0000
2127	0525	0000
2128	0527	0000
2129	0519	0000
2130	0522	0000
2131	0533	0000
2132	0522	0000
2133	0531	0000
2134	0517	0000
2135	0519	0000
2136	0530	0000
2137	0514	0000
2138	0538	0000
2139	0512	0000
2140	0520	0000
2141	0515	0000
2142	0499	0000
2143	0535	0000
2144	0502	0000
2145	0512	0000
2146	0495	0000
2147	0524	0000
2148	0455	0000
2149	0502	0000
2150	0509	0000
2151	0500	0000
2152	0507	0000
2153	0492	0000
2154	0514	0000
2155	0481	0000
2156	0505	0000
2157	0490	0000
2158	0327	0000
2159	0403	0000
2160	0487	0000
2161	0337	0000
2162	0461	0000
2163	0315	0000
2164	0416	0000
2165	0481	0000
2166	0491	0000
2167	0431	0000
2168	0340	0000
2169	0456	0000
2170	0351	0000
2171	0423	0000
2172	0368	0000
2173	0426	0000
2174	0337	0000
2175	0457	0000
2176	0510	0000
2177	0443	0000
2178	0385	0000
2179	0405	0000
2180	0491	0000
2181	0316	0000
2182	0398	0000
2183	0497	0000
2184	0312	0000
2185	0356	0000
2186	0374	0000
2187	0392	0000
2188	0354	0000
2189	0459	0000
2190	0400	0000
2191	0346	0000
2192	0465	0000
2193	0390	0000
2194	0340	0000
2195	0425	0000
2196	0333	0000
2197	0432	0000
2198	0331	0000
2199	0439	0000
2200	0310	0000
2201	0453	0000
2202	0302	0000
2203	0417	0000
2204	0343	0000
2205	0424	0000
2206	0345	0000
2207	0332	0000
2208	0354	0000
2209	0410	0000
2210	0300	0000
2211	0325	0000
2212	0439	0000
2213	0331	0000
2214	0450	0000
2215	0323	0000
2216	0483	0000
2217	0415	0000
2218	0319	0000
2219	0455	0000
2220	0306	0000
2221	0449	0000
2222	0311	0000
2223	0418	0000
2224	0350	0000
2225	0420	0000
2226	0345	0000
2227	0385	0000
2228	0379	0000
2229	0385	0000
2230	0368	0000
2231	0343	0000
2232	0323	0000
2233	0444	0000
2234	0307	0000
2235	0338	0000
2236	0416	0000
2237	0349	0000
2238	0372	0000
2239	0388	0000
2240	0374	0000
2241	0391	0000
2242	0346	0000
2243	0317	0000
2244	0488	0000
2245	0439	0000
2246	0403	0000
2247	0383	0000
2248	0406	0000
2249	0337	0000
2250	0444	0000
2251	0506	0000
2252	0394	0000
2253	0333	0000
2254	0465	0000
2255	0491	0000
2256	0364	0000
2257	0354	0000
2258	0474	0000
2259	0513	0000
2260	0323	0000
2261	0381	0000
2262	0479	0000
2263	0494	0000
2264	0503	0000
2265	0457	0000
2266	0315	0000
2267	0458	0000
2268	0476	0000
2269	0486	0000
2270	0508	0000
2271	0511	0000
2272	0289	0000
2273	0371	0000
2274	0500	0000
2275	0508	0000
2276	0509	0000
2277	0364	0000
2278	0369	0000
2279	0471	0000
2280	0492	0000
2281	0495	0000
2282	0498	0000
2283	0411	0000
2284	0342	0000
2285	0464	0000
2286	0501	0000
2287	0499	0000
2288	0501	0000
2289	0510	0000
2290	0395	0000
2291	0351	0000
2292	0488	0000
2293	0503	0000
2294	0527	0000
2295	0315	0000
2296	0399	0000
2297	0496	0000
2298	0510	0000
2299	0530	0000
2300	0394	0000
2301	0363	0000
2302	0492	0000
2303	0518	0000
2304	0371	0000
2305	0377	0000
2306	0504	0000
2307	0500	0000
2308	0516	0000
2309	0286	0000
2310	0443	0000
2311	0490	0000
2312	0525	0000
2313	0410	0000
2314	0356	0000
2315	0474	0000
2316	0510	0000
2317	0383	0000
2318	0358	0000
2319	0492	0000
2320	0518	0000
2321	0521	0000
2322	0540	0000
2323	0512	0000
2324	0511	0000
2325	0498	0000
2326	0300	0000
2327	0470	0000
2328	0480	0000
2329	0518	0000
2330	0529	0000
2331	0518	0000
2332	0346	0000
2333	0484	0000
2334	0530	0000
2335	0545	0000
2336	0334	0000
2337	0408	0000
2338	0516	0000
2339	0341	0000
2340	0381	0000
2341	0502	0000
2342	0523	0000
2343	0306	0000
2344	0425	0000
2345	0511	0000
2346	0539	0000
2347	0409	0000
2348	0349	0000
2349	0485	0000
2350	0515	0000
2351	0375	0000
2352	0367	0000
2353	0501	0000
2354	0526	0000
2355	0569	0000
2356	0287	0000
2357	0423	0000
2358	0506	0000
2359	0536	0000
2360	0452	0000
2361	0329	0000
2362	0492	0000
2363	0526	0000
2364	0394	0000
2365	0366	0000
2366	0501	0000
2367	0510	0000
2368	0517	0000
2369	0370	0000
2370	0505	0000
2371	0429	0000
2372	0426	0000
2373	0525	0000
2374	0540	0000
2375	0446	0000
2376	0420	0000
2377	0505	0000
2378	0543	0000
2379	0542	0000
2380	0397	0000
2381	0485	0000
2382	0538	0000
2383	0497	0000
2384	0532	0000
2385	0539	0000
2386	0549	0000
2387	0375	0000
2388	0489	0000
2389	0527	0000
2390	0550	0000
2391	0544	0000
2392	0573	0000
2393	0506	0000
2394	0536	0000
2395	0555	0000
2396	0545	0000
2397	0560	0000
2398	0563	0000
2399	0363	0000
2400	0324	0000
2401	0331	0000
2402	0329	0000
2403	0321	0000
2404	0315	0000
2405	0322	0000
2406	0312	0000
2407	0308	0000
2408	0305	0000
2409	0309	0000
2410	0307	0000
2411	0304	0000
2412	0305	0000
2413	0303	0000
2414	0304	0000
2415	0302	0000
2416	0300	0000
2417	0298	0000
2418	0293	0000
2419	0294	0000
2420	0288	0000
2421	0290	0000
2422	0290	0000
2423	0294	0000
2424	0286	0000
2425	0286	0000
2426	0297	0000
2427	0291	0000
2428	0292	0000
2429	0292	0000
2430	0289	0000
2431	0279	0000
2432	0284	0000
2433	0310	0000
2434	0311	0000
2435	0309	0000
2436	0311	0000
2437	0311	0000
2438	0311	0000
2439	0313	0000
2440	0305	0000
2441	0302	0000
2442	0301	0000
2443	0311	0000
2444	0316	0000
2445	0309	0000
2446	0309	0000
2447	0304	0000
2448	0307	0000
2449	0304	0000
2450	0305	0000
2451	0306	0000
2452	0303	0000
2453	0308	0000
2454	0307	0000
2455	0305	0000
2456	0301	0000
2457	0308	0000
2458	0310	0000
2459	0320	0000
2460	0315	0000
2461	0187	0000
2462	0271	0000
2463	0317	0000
2464	0318	0000
2465	0312	0000
2466	0316	0000
2467	0312	0000
2468	0312	0000
2469	0314	0000
2470	0306	0000
2471	0319	0000
2472	0320	0000
2473	0319	0000
2474	0317	0000
2475	0315	0000
2476	0310	0000
2477	0307	0000
2478	0323	0000
2479	0310	0000
2480	0314	0000
2481	0319	0000
2482	0319	0000
2483	0312	0000
2484	0309	0000
2485	0321	0000
2486	0318	0000
2487	0317	0000
2488	0315	0000
2489	0313	0000
2490	0308	0000
2491	0304	0000
2492	0323	0000
2493	0315	0000
2494	0316	0000
2495	0315	0000
2496	0309	0000
2497	0313	0000
2498	0311	0000
2499	0304	0000
2500	0319	0000
2501	0312	0000
2502	0306	0000
2503	0312	0000
2504	0307	0000
2505	0305	0000
2506	0302	0000
2507	0304	0000
2508	0306	0000
2509	0300	0000
2510	0298	0000
2511	0300	0000
2512	0299	0000
2513	0297	0000
2514	0299	0000
2515	0297	0000
2516	0296	0000
2517	0299	0000
2518	0303	0000
2519	0300	0000
2520	0297	0000
2521	0303	0000
2522	0303	0000
2523	0304	0000
2524	0303	0000
2525	0304	0000
2526	0302	0000
2527	0301	0000
2528	0305	0000
2529	0301	0000
2530	0300	0000
2531	0297	0000
2532	0298	0000
2533	0298	0000
2534	0300	0000
2535	0302	0000
2536	0295	0000
2537	0293	0000
2538	0301	0000
2539	0301	0000
2540	0299	0000
2541	0293	0000
2542	0301	0000
2543	0293	0000
2544	0298	0000
2545	0298	0000
2546	0294	0000
2547	0292	0000
2548	0295	0000
2549	0295	0000
2550	0299	0000
2551	0301	0000
2552	0301	0000
2553	0300	0000
2554	0294	0000
2555	0296	0000
2556	0287	0000
2557	0290	0000
2558	0289	0000
2559	0285	0000
2560	0282	0000
2561	0278	0000
2562	0292	0000
2563	0282	0000
2564	0282	0000
2565	0281	0000
2566	0268	0000
2567	0289	0000
2568	0274	0000
2569	0276	0000
2570	0272	0000
2571	0613	0000
2572	0683	0000
2573	0528	0000
2574	0415	0000
2575	0438	0000
2576	0607	0000
2577	0516	0000
2578	0415	0000
2579	0259	0000
2580	0433	0000
2581	0440	0000
2582	0278	0000
2583	0309	0000
2584	0349	0000
2585	0403	0000
2586	0296	0000
2587	0355	0000
2588	0427	0000
2589	0304	0000
2590	0239	0000
2591	0331	0000
2592	0321	0000
2593	0249	0000
2594	0303	0000
2595	0376	0000
2596	0447	0000
2597	0347	0000
2598	0389	0000
2599	0472	0000
2600	0296	0000
2601	0327	0000
2602	0329	0000
2603	0405	0000
2604	0273	0000
2605	0410	0000
2606	0303	0000
2607	0406	0000
2608	0337	0000
2609	0417	0000
2610	0354	0000
2611	0436	0000
2612	0361	0000
2613	0430	0000
2614	0369	0000
2615	0435	0000
2616	0353	0000
2617	0423	0000
2618	0344	0000
2619	0415	0000
2620	0343	0000
2621	0433	0000
2622	0348	0000
2623	0441	0000
2624	0350	0000
2625	0442	0000
2626	0358	0000
2627	0456	0000
2628	0371	0000
2629	0462	0000
2630	0370	0000
2631	0462	0000
2632	0508	0000
2633	0522	0000
2634	0511	0000
2635	0530	0000
2636	0505	0000
2637	0527	0000
2638	0522	0000
2639	0525	0000
2640	0505	0000
2641	0524	0000
2642	0530	0000
2643	0501	0000
2644	0527	0000
2645	0507	0000
2646	0513	0000
2647	0531	0000
2648	0528	0000
2649	0533	0000
2650	0519	0000
2651	0514	0000
2652	0540	0000
2653	0529	0000
2654	0526	0000
2655	0520	0000
2656	0519	0000
2657	0505	0000
2658	0516	0000
2659	0506	0000
2660	0509	0000
2661	0395	0000
2662	0445	0000
2663	0514	0000
2664	0496	0000
2665	0442	0000
2666	0428	0000
2667	0462	0000
2668	0429	0000
2669	0459	0000
2670	0442	0000
2671	0432	0000
2672	0437	0000
2673	0435	0000
2674	0438	0000
2675	0421	0000
2676	0429	0000
2677	0422	0000
2678	0457	0000
2679	0526	0000
2680	0531	0000
2681	0517	0000
2682	0520	0000
2683	0511	0000
2684	0529	0000
2685	0521	0000
2686	0530	0000
2687	0529	0000
2688	0524	0000
2689	0532	0000
2690	0531	0000
2691	0541	0000
2692	0544	0000
2693	0522	0000
2694	0525	0000
2695	0528	0000
2696	0518	0000
2697	0523	0000
2698	0527	0000
2699	0535	0000
2700	0537	0000
2701	0544	0000
2702	0543	0000
2703	0550	0000
2704	0540	0000
2705	0546	0000
2706	0536	0000
2707	0536	0000
2708	0541	0000
2709	0550	0000
2710	0540	0000
2711	0553	0000
2712	0555	0000
2713	0542	0000
2714	0559	0000
2715	0541	0000
2716	0549	0000
2717	0538	0000
2718	0547	0000
2719	0544	0000
2720	0551	0000
2721	0542	0000
2722	0539	0000
2723	0545	0000
2724	0555	0000
2725	0555	0000
2726	0544	0000
2727	0563	0000
2728	0551	0000
2729	0556	0000
2730	0553	0000
2731	0553	0000
2732	0553	0000
2733	0559	0000
2734	0538	0000
2735	0560	0000
2736	0562	0000
2737	0557	0000
2738	0565	0000
2739	0559	0000
2740	0563	0000
2741	0561	0000
2742	0547	0000
2743	0557	0000
2744	0557	0000
2745	0568	0000
2746	0563	0000
2747	0563	0000
2748	0567	0000
2749	0556	0000
2750	0554	0000
2751	0538	0000
2752	0553	0000
2753	0558	0000
2754	0555	0000
2755	0561	0000
2756	0552	0000
2757	0552	0000
2758	0551	0000
2759	0560	0000
2760	0549	0000
2761	0541	0000
2762	0553	0000
2763	0540	0000
2764	0552	0000
2765	0556	0000
2766	0553	0000
2767	0541	0000
2768	0548	0000
2769	0552	0000
2770	0543	0000
2771	0536	0000
2772	0550	0000
2773	0545	0000
2774	0551	0000
2775	0542	0000
2776	0551	0000
2777	0558	0000
2778	0565	0000
2779	0418	0000
2780	0532	0000
2781	0538	0000
2782	0552	0000
2783	0554	0000
2784	0422	0000
2785	0552	0000
2786	0563	0000
2787	0550	0000
2788	0562	0000
2789	0559	0000
2790	0550	0000
2791	0540	0000
2792	0548	0000
2793	0564	0000
2794	0556	0000
2795	0562	0000
2796	0528	0000
2797	0554	0000
2798	0568	0000
2799	0540	0000
2800	0542	0000
2801	0557	0000
2802	0536	0000
2803	0529	0000
2804	0541	0000
2805	0555	0000
2806	0528	0000
2807	0539	0000
2808	0553	0000
2809	0539	0000
2810	0536	0000
2811	0532	0000
2812	0544	0000
2813	0537	0000
2814	0537	0000
2815	0531	0000
2816	0521	0000
2817	0520	0000
2818	0531	0000
2819	0541	0000
2820	0514	0000
2821	0519	0000
2822	0513	0000
2823	0532	0000
2824	0513	0000
2825	0529	0000
2826	0498	0000
2827	0530	0000
2828	0514	0000
2829	0516	0000
2830	0519	0000
2831	0508	0000
2832	0521	0000
2833	0517	0000
2834	0522	0000
2835	0496	0000
2836	0517	0000
2837	0515	0000
2838	0511	0000
2839	0524	0000
2840	0470	0000
2841	0515	0000
2842	0496	0000
2843	0509	0000
2844	0494	0000
2845	0505	0000
2846	0513	0000
2847	0484	0000
2848	0513	0000
2849	0346	0000
2850	0472	0000
2851	0493	0000
2852	0515	0000
2853	0502	0000
2854	0504	0000
2855	0503	0000
2856	0503	0000
2857	0494	0000
2858	0509	0000
2859	0513	0000
2860	0492	0000
2861	0502	0000
2862	0513	0000
2863	0488	0000
2864	0505	0000
2865	0440	0000
2866	0374	0000
2867	0495	0000
2868	0395	0000
2869	0415	0000
2870	0492	0000
2871	0480	0000
2872	0493	0000
2873	0504	0000
2874	0488	0000
2875	0496	0000
2876	0475	0000
2877	0499	0000
2878	0489	0000
2879	0497	0000
2880	0516	0000
2881	0469	0000
2882	0487	0000
2883	0483	0000
2884	0490	0000
2885	0483	0000
2886	0487	0000
2887	0354	0000
2888	0423	0000
2889	0491	0000
2890	0493	0000
2891	0492	0000
2892	0475	0000
2893	0507	0000
2894	0508	0000
2895	0492	0000
2896	0501	0000
2897	0500	0000
2898	0507	0000
2899	0498	0000
2900	0499	0000
2901	0498	0000
2902	0495	0000
2903	0505	0000
2904	0410	0000
2905	0337	0000
2906	0457	0000
2907	0500	0000
2908	0501	0000
2909	0495	0000
2910	0500	0000
2911	0501	0000
2912	0503	0000
2913	0493	0000
2914	0504	0000
2915	0492	0000
2916	0497	0000
2917	0492	0000
2918	0498	0000
2919	0485	0000
2920	0541	0000
2921	0370	0000
2922	0326	0000
2923	0474	0000
2924	0506	0000
2925	0494	0000
2926	0490	0000
2927	0505	0000
2928	0493	0000
2929	0496	0000
2930	0498	0000
2931	0511	0000
2932	0479	0000
2933	0504	0000
2934	0502	0000
2935	0510	0000
2936	0513	0000
2937	0475	0000
2938	0325	0000
2939	0461	0000
2940	0523	0000
2941	0504	0000
2942	0509	0000
2943	0527	0000
2944	0294	0000
2945	0466	0000
2946	0489	0000
2947	0473	0000
2948	0385	0000
2949	0483	0000
2950	0521	0000
2951	0385	0000
2952	0434	0000
2953	0510	0000
